PlacerAnnealRandom_10000_84,PlacerAnnealRandom_10000_87,PlacerAnnealRandom_10000_90,PlacerAnnealRandom_10000_93,PlacerAnnealRandom_10000_96,PlacerAnnealRandom_20000_84,PlacerAnnealRandom_20000_87,PlacerAnnealRandom_20000_90,PlacerAnnealRandom_20000_93,PlacerAnnealRandom_20000_96,PlacerAnnealHybrid_10000_84,PlacerAnnealHybrid_10000_87,PlacerAnnealHybrid_10000_90,PlacerAnnealHybrid_10000_93,PlacerAnnealHybrid_10000_96,PlacerAnnealHybrid_20000_84,PlacerAnnealHybrid_20000_87,PlacerAnnealHybrid_20000_90,PlacerAnnealHybrid_20000_93,PlacerAnnealHybrid_20000_96
364049.0,353939.0,365293.0,351140.0,373195.0,358860.0,370228.0,352746.0,346469.0,325362.0,354289.0,330945.0,352327.0,329240.0,334126.0,317006.0,349323.0,353235.0,328564.0,352635.0
363630.0,353939.0,365293.0,350742.0,372929.0,361448.0,369831.0,352746.0,346469.0,325318.0,354289.0,330945.0,352307.0,329240.0,333831.0,317112.0,349323.0,353135.0,328406.0,352523.0
363474.0,353953.0,365141.0,351976.0,372120.0,360468.0,370001.0,352746.0,346469.0,325409.0,354107.0,330945.0,351707.0,329240.0,333285.0,317060.0,349272.0,353135.0,328283.0,347454.0
363238.0,353953.0,365106.0,351569.0,370430.0,360468.0,369651.0,352151.0,346367.0,326038.0,354107.0,330913.0,351537.0,329202.0,331424.0,317300.0,349160.0,353135.0,328283.0,346522.0
362744.0,353963.0,363774.0,351113.0,370430.0,360784.0,369502.0,351906.0,346387.0,325631.0,354001.0,330913.0,351537.0,329202.0,331028.0,316350.0,349137.0,353135.0,328283.0,344509.0
362744.0,353343.0,363774.0,351645.0,370191.0,360784.0,368712.0,351626.0,346387.0,325567.0,354327.0,330922.0,351481.0,329202.0,331089.0,316350.0,348787.0,353135.0,328299.0,343775.0
362744.0,353087.0,363604.0,351044.0,370011.0,360740.0,368862.0,351386.0,346387.0,324459.0,354327.0,330922.0,349686.0,329202.0,330947.0,316350.0,348722.0,352835.0,328299.0,343491.0
362744.0,351797.0,363598.0,351040.0,370143.0,360706.0,368862.0,350148.0,344833.0,323839.0,354055.0,330922.0,349136.0,328922.0,330881.0,316350.0,348774.0,352471.0,328985.0,342525.0
362264.0,351197.0,363352.0,351040.0,369674.0,360758.0,368862.0,350136.0,344833.0,323549.0,353773.0,330922.0,349136.0,328972.0,330857.0,316130.0,349124.0,352471.0,328719.0,342173.0
362062.0,351113.0,363352.0,351040.0,369674.0,360710.0,368862.0,349705.0,344833.0,323493.0,353577.0,330922.0,349136.0,328972.0,330889.0,315690.0,348774.0,352382.0,328719.0,341921.0
361348.0,350092.0,363118.0,349786.0,369627.0,360718.0,368557.0,349858.0,344833.0,323641.0,353529.0,330922.0,350112.0,328921.0,330665.0,315690.0,352619.0,352382.0,328719.0,341876.0
360698.0,350092.0,363038.0,351020.0,371089.0,360718.0,368095.0,348880.0,344807.0,323639.0,353603.0,330922.0,350478.0,328921.0,330465.0,315566.0,352619.0,352382.0,328719.0,340166.0
360698.0,350076.0,362724.0,351020.0,371100.0,360718.0,368410.0,348880.0,344807.0,323363.0,350603.0,330922.0,350478.0,328921.0,330465.0,315566.0,352497.0,352382.0,328711.0,340589.0
360698.0,350260.0,362724.0,350742.0,371100.0,360152.0,368780.0,348880.0,344807.0,322063.0,350375.0,330826.0,350478.0,328888.0,330465.0,315566.0,353439.0,352382.0,328711.0,340394.0
360243.0,349324.0,364216.0,350742.0,371100.0,359897.0,368428.0,348222.0,344477.0,322003.0,350309.0,330826.0,349333.0,328856.0,330465.0,315566.0,352308.0,352382.0,328711.0,339286.0
360243.0,349324.0,364104.0,350754.0,369550.0,359897.0,368352.0,347861.0,344272.0,320289.0,350071.0,330826.0,349333.0,328856.0,330658.0,315566.0,351496.0,352494.0,328711.0,339017.0
360243.0,349324.0,364104.0,350614.0,368536.0,359557.0,367980.0,347721.0,342974.0,319043.0,349145.0,330826.0,351765.0,328506.0,330628.0,318107.0,350187.0,351550.0,328687.0,338829.0
360467.0,349244.0,363537.0,350614.0,368258.0,359527.0,367380.0,347713.0,342974.0,318688.0,348935.0,330471.0,350246.0,328506.0,330614.0,318036.0,350537.0,351528.0,328207.0,338493.0
361108.0,349180.0,363621.0,350369.0,365586.0,359527.0,367380.0,348063.0,342974.0,318606.0,348935.0,329647.0,349891.0,328506.0,330614.0,318036.0,350075.0,351528.0,328365.0,338416.0
360987.0,350102.0,363615.0,349599.0,364405.0,358989.0,367000.0,347408.0,343224.0,320742.0,348935.0,329647.0,350183.0,328506.0,330614.0,318036.0,350075.0,351068.0,331537.0,338407.0
360507.0,350102.0,363760.0,349711.0,364353.0,358989.0,367000.0,346393.0,345849.0,321064.0,348935.0,329647.0,350183.0,328506.0,330614.0,318036.0,350054.0,351068.0,331537.0,338315.0
360343.0,350102.0,363744.0,349287.0,367421.0,358989.0,367078.0,346393.0,345135.0,320628.0,348935.0,329647.0,350183.0,328206.0,330611.0,318264.0,349514.0,351068.0,331345.0,337895.0
360131.0,350102.0,363438.0,349285.0,367497.0,359003.0,367078.0,346313.0,345135.0,320632.0,348335.0,329647.0,349564.0,328398.0,330556.0,318264.0,349344.0,351068.0,331483.0,337734.0
359795.0,350238.0,362292.0,349017.0,365938.0,359003.0,366600.0,346313.0,344523.0,320171.0,348335.0,329615.0,349564.0,328398.0,330556.0,318264.0,349344.0,351068.0,331307.0,338562.0
359795.0,350108.0,362292.0,349017.0,365758.0,359110.0,366249.0,346061.0,344438.0,320067.0,348335.0,329615.0,348996.0,328398.0,331273.0,318264.0,346873.0,351004.0,331291.0,338178.0
359717.0,350108.0,362102.0,349017.0,365504.0,359110.0,365349.0,345883.0,344050.0,320067.0,348335.0,329615.0,348996.0,328288.0,331255.0,318264.0,346523.0,351004.0,330288.0,338572.0
358523.0,349896.0,362126.0,349017.0,365324.0,359110.0,367193.0,345513.0,343922.0,319255.0,348335.0,329615.0,348996.0,328288.0,331933.0,318264.0,346821.0,351004.0,330102.0,338020.0
358523.0,349818.0,362090.0,348717.0,357582.0,359162.0,366676.0,345537.0,343402.0,319247.0,347630.0,329025.0,348964.0,328288.0,330339.0,318110.0,345111.0,351004.0,330102.0,338020.0
358467.0,349818.0,358556.0,348717.0,357374.0,359451.0,366676.0,345537.0,343076.0,319247.0,347630.0,329025.0,348964.0,328288.0,329134.0,318110.0,351362.0,351004.0,330102.0,338020.0
358420.0,349573.0,357786.0,348608.0,357809.0,359451.0,366496.0,345352.0,341914.0,319338.0,347348.0,327777.0,348964.0,328288.0,329016.0,317520.0,351012.0,350916.0,330102.0,337636.0
357988.0,349624.0,357536.0,348608.0,357526.0,359290.0,366496.0,345467.0,341914.0,318811.0,347348.0,327777.0,348964.0,328288.0,329016.0,317582.0,351362.0,350818.0,330102.0,338092.0
358008.0,349530.0,357536.0,348608.0,356033.0,359290.0,366496.0,345795.0,341794.0,318576.0,347248.0,327777.0,348964.0,328288.0,329016.0,317582.0,349847.0,350818.0,329743.0,338056.0
358708.0,349530.0,357428.0,347504.0,356033.0,359290.0,366496.0,345795.0,341758.0,318409.0,347229.0,327798.0,348964.0,328288.0,327917.0,318652.0,350756.0,350818.0,329743.0,337756.0
358708.0,349464.0,357282.0,347642.0,355467.0,359196.0,366451.0,345541.0,341710.0,318377.0,346879.0,327673.0,349158.0,328084.0,327850.0,318652.0,350975.0,350818.0,329743.0,337083.0
358576.0,348864.0,357157.0,345765.0,355467.0,359014.0,366349.0,345541.0,341156.0,318105.0,346879.0,326985.0,349065.0,327958.0,326881.0,318652.0,350741.0,350818.0,329607.0,336607.0
359851.0,348804.0,356847.0,345130.0,355317.0,359026.0,367398.0,345541.0,341156.0,318105.0,346883.0,326985.0,348645.0,327281.0,326835.0,318652.0,352232.0,351635.0,329739.0,336581.0
359560.0,348478.0,356831.0,345026.0,355362.0,359026.0,366942.0,345541.0,341122.0,317678.0,346868.0,326985.0,349033.0,327293.0,326943.0,318652.0,352232.0,351345.0,329603.0,336581.0
359560.0,348367.0,356831.0,344829.0,355232.0,358986.0,366736.0,345253.0,341122.0,317604.0,347328.0,328682.0,348992.0,327293.0,326943.0,318652.0,352091.0,351059.0,331674.0,336612.0
358965.0,348367.0,357012.0,344905.0,355124.0,358986.0,366720.0,344653.0,340278.0,317667.0,346557.0,328682.0,348992.0,327293.0,326303.0,318652.0,350926.0,350931.0,328418.0,336416.0
358965.0,348117.0,356700.0,344346.0,355124.0,358787.0,366103.0,344313.0,340278.0,317523.0,345533.0,328388.0,348992.0,327293.0,328790.0,318605.0,350654.0,350931.0,326876.0,336720.0
359096.0,348081.0,355185.0,344346.0,355492.0,358827.0,368165.0,344658.0,340018.0,317523.0,345465.0,328132.0,348992.0,327293.0,327625.0,318605.0,349746.0,351027.0,326487.0,336331.0
359096.0,348081.0,355185.0,343505.0,355492.0,358819.0,367924.0,344458.0,339891.0,316941.0,346091.0,328132.0,348992.0,327196.0,326957.0,318724.0,349241.0,351027.0,326487.0,336187.0
358672.0,347945.0,355243.0,343505.0,355244.0,358819.0,367975.0,344425.0,339891.0,316931.0,345999.0,328132.0,349452.0,327196.0,326297.0,319393.0,349241.0,350837.0,326487.0,336187.0
357936.0,347825.0,355243.0,343505.0,355244.0,358685.0,367934.0,344425.0,339891.0,316567.0,346215.0,328132.0,349452.0,327096.0,326295.0,319197.0,348677.0,347582.0,328911.0,334644.0
357059.0,347825.0,355243.0,343334.0,355254.0,358441.0,367782.0,344398.0,339891.0,316567.0,345906.0,328132.0,349476.0,327096.0,325989.0,319197.0,344945.0,347582.0,328741.0,334644.0
357091.0,346455.0,355188.0,343334.0,354813.0,357879.0,366752.0,344186.0,339864.0,316214.0,345906.0,327928.0,349476.0,327096.0,325989.0,319197.0,345295.0,347582.0,328741.0,334358.0
357091.0,346455.0,355174.0,343262.0,354813.0,357869.0,366364.0,344186.0,339671.0,315961.0,345206.0,328002.0,349476.0,327096.0,325989.0,319191.0,344165.0,347725.0,328817.0,336288.0
356679.0,346455.0,355155.0,343250.0,354573.0,357661.0,366340.0,344186.0,339671.0,315961.0,344786.0,328002.0,348396.0,327096.0,325989.0,319191.0,343815.0,347725.0,326221.0,335200.0
356679.0,345695.0,355155.0,342924.0,354545.0,357299.0,366340.0,343211.0,339553.0,315876.0,344786.0,328002.0,348218.0,327096.0,325989.0,319191.0,339317.0,347691.0,326221.0,335592.0
356631.0,345471.0,354888.0,342863.0,355520.0,357327.0,364180.0,341549.0,339479.0,315364.0,344786.0,328002.0,348050.0,327036.0,326127.0,319191.0,339317.0,347691.0,326221.0,335214.0
356631.0,345240.0,354808.0,342863.0,355520.0,357327.0,364018.0,341264.0,339443.0,314114.0,344786.0,328010.0,347994.0,327024.0,326342.0,319835.0,339169.0,352444.0,326221.0,335481.0
356443.0,345040.0,354572.0,342717.0,355700.0,356685.0,364018.0,343724.0,338951.0,314423.0,344546.0,328010.0,347994.0,326424.0,326189.0,319710.0,338285.0,352444.0,327767.0,332947.0
356353.0,345551.0,355216.0,343785.0,355700.0,356685.0,363773.0,343567.0,338951.0,314407.0,344546.0,327631.0,347994.0,326424.0,326046.0,319710.0,337935.0,352664.0,327233.0,332947.0
357313.0,345551.0,355216.0,343735.0,354322.0,356471.0,363773.0,343435.0,338939.0,314407.0,344870.0,327631.0,347966.0,326424.0,326008.0,319710.0,337927.0,352664.0,327173.0,332875.0
357220.0,345551.0,356356.0,343650.0,353701.0,356471.0,363146.0,343435.0,338937.0,314323.0,344634.0,327631.0,347966.0,326954.0,328224.0,318810.0,337927.0,352664.0,327142.0,332597.0
356477.0,345331.0,356356.0,343785.0,353701.0,356400.0,363146.0,343435.0,338783.0,314323.0,344634.0,327631.0,348284.0,327068.0,327818.0,318810.0,337687.0,352664.0,327142.0,332171.0
356467.0,345147.0,356356.0,343785.0,353701.0,356215.0,363144.0,343435.0,338783.0,314763.0,344634.0,327367.0,348284.0,325674.0,327518.0,318474.0,338037.0,352054.0,327781.0,332854.0
356467.0,345147.0,356053.0,343785.0,353701.0,355615.0,361824.0,343435.0,338717.0,314763.0,344034.0,327367.0,348284.0,325620.0,327518.0,318474.0,338037.0,352054.0,327773.0,332446.0
357098.0,345043.0,358233.0,343569.0,353701.0,355151.0,361824.0,343443.0,338717.0,314736.0,350503.0,327367.0,348284.0,325572.0,327518.0,318474.0,337076.0,351704.0,327773.0,332446.0
356574.0,344967.0,358233.0,343569.0,353686.0,355059.0,361874.0,343443.0,339446.0,314588.0,350503.0,327367.0,348668.0,325502.0,327518.0,317858.0,336726.0,351704.0,327773.0,332832.0
356574.0,344353.0,358413.0,343269.0,353521.0,355023.0,361748.0,343443.0,339334.0,314516.0,348001.0,327367.0,348668.0,325502.0,327388.0,317858.0,336686.0,351704.0,328073.0,332832.0
356574.0,344315.0,358413.0,343269.0,353423.0,354871.0,361874.0,342750.0,339616.0,314332.0,345001.0,327473.0,348528.0,325502.0,327388.0,318480.0,337036.0,351704.0,328073.0,332832.0
356274.0,343717.0,358465.0,343269.0,353441.0,354669.0,361874.0,342697.0,339049.0,313607.0,345001.0,327473.0,348168.0,325699.0,326723.0,318480.0,336686.0,351704.0,328073.0,332446.0
356090.0,343641.0,358465.0,343091.0,353452.0,354405.0,361874.0,342665.0,339049.0,313131.0,345001.0,325049.0,349256.0,325614.0,326723.0,318480.0,340384.0,351704.0,327073.0,332446.0
356098.0,343474.0,358465.0,343091.0,353410.0,354381.0,361874.0,342603.0,339651.0,313131.0,344526.0,325300.0,348798.0,325614.0,326723.0,318480.0,340624.0,351104.0,327217.0,332552.0
355647.0,343345.0,358465.0,342955.0,353600.0,355567.0,361793.0,342603.0,339493.0,312709.0,344526.0,325096.0,348798.0,325614.0,326723.0,318297.0,340274.0,351104.0,327217.0,332038.0
354489.0,342664.0,358239.0,342649.0,354000.0,355696.0,361793.0,342603.0,339155.0,312677.0,344526.0,325080.0,348219.0,325614.0,326723.0,318348.0,340204.0,351104.0,327217.0,332728.0
354509.0,341608.0,358239.0,342649.0,353688.0,355696.0,361793.0,342887.0,339139.0,312569.0,344526.0,325080.0,347979.0,325614.0,326723.0,318348.0,340204.0,351104.0,327337.0,332728.0
353909.0,342654.0,358198.0,341387.0,353575.0,355696.0,361663.0,342887.0,338771.0,312116.0,344526.0,325080.0,347153.0,325760.0,326561.0,318348.0,340354.0,350666.0,327198.0,331782.0
353363.0,341307.0,358198.0,341150.0,353569.0,354660.0,361663.0,342887.0,338771.0,312236.0,344360.0,325080.0,346983.0,325760.0,326561.0,318246.0,340354.0,350666.0,327198.0,331456.0
353203.0,341307.0,357987.0,340800.0,353475.0,354660.0,362431.0,342887.0,337934.0,312236.0,344580.0,324856.0,346983.0,325994.0,326561.0,318219.0,340004.0,350666.0,327198.0,331456.0
352811.0,341169.0,357987.0,340450.0,353475.0,354660.0,362431.0,342887.0,337934.0,312334.0,344530.0,324856.0,346983.0,325994.0,326561.0,318219.0,340004.0,350666.0,327198.0,330856.0
352766.0,341169.0,356801.0,340422.0,353253.0,354660.0,362451.0,342821.0,337801.0,311006.0,344530.0,324856.0,346983.0,325994.0,326561.0,318203.0,340048.0,350666.0,327198.0,330433.0
352402.0,341169.0,356801.0,340386.0,352587.0,354660.0,362674.0,342523.0,339100.0,311006.0,344071.0,323536.0,348206.0,325994.0,326561.0,318195.0,339878.0,350666.0,327198.0,330506.0
354426.0,341169.0,356801.0,340386.0,352587.0,353710.0,362674.0,342337.0,339100.0,310966.0,343553.0,322759.0,348206.0,325994.0,326561.0,317427.0,339878.0,350666.0,327198.0,330506.0
354426.0,341169.0,356405.0,340386.0,352587.0,351240.0,362674.0,342337.0,338994.0,310966.0,343365.0,322741.0,348206.0,325644.0,326932.0,317192.0,339878.0,350666.0,327198.0,330448.0
354176.0,341637.0,356225.0,340126.0,350385.0,351129.0,362680.0,342337.0,338994.0,310966.0,343365.0,323655.0,348206.0,325644.0,326932.0,317192.0,340148.0,350666.0,327220.0,330458.0
354470.0,341519.0,355666.0,340126.0,350331.0,351129.0,362315.0,342337.0,338930.0,310966.0,342971.0,323473.0,348206.0,325644.0,326656.0,317192.0,340148.0,350301.0,327220.0,330456.0
354470.0,341519.0,355666.0,340014.0,350951.0,351129.0,361622.0,342337.0,338930.0,310966.0,342979.0,323473.0,348206.0,325644.0,326406.0,317192.0,340148.0,350301.0,326508.0,330456.0
354110.0,341665.0,355090.0,339957.0,350951.0,351129.0,361622.0,341060.0,338930.0,310714.0,342979.0,323473.0,348206.0,325417.0,326406.0,317375.0,339304.0,350301.0,326440.0,330070.0
354110.0,341657.0,355090.0,339957.0,350951.0,350969.0,361622.0,341060.0,338667.0,310714.0,342979.0,323473.0,348206.0,325417.0,326406.0,317207.0,339304.0,350308.0,326090.0,330070.0
354110.0,341177.0,355090.0,339957.0,350951.0,350969.0,361443.0,341060.0,338571.0,310714.0,342979.0,323473.0,348376.0,325417.0,326406.0,317207.0,339304.0,350308.0,326090.0,329941.0
353879.0,341169.0,355090.0,339607.0,350951.0,350429.0,361324.0,341060.0,338571.0,310420.0,342052.0,323473.0,347656.0,325255.0,326406.0,317157.0,339304.0,350308.0,326090.0,330257.0
353879.0,341169.0,354492.0,339607.0,350951.0,350113.0,361722.0,341060.0,338446.0,310333.0,339851.0,323473.0,347576.0,324660.0,326406.0,317157.0,339304.0,350308.0,326090.0,330237.0
353931.0,341109.0,354492.0,339543.0,350755.0,350113.0,361722.0,341060.0,338192.0,310333.0,339551.0,322873.0,347576.0,324660.0,326664.0,317237.0,339304.0,350132.0,326090.0,330678.0
353769.0,341109.0,354492.0,339415.0,350755.0,350113.0,358994.0,340392.0,337988.0,310333.0,339539.0,322873.0,347576.0,322810.0,326664.0,317237.0,338954.0,349532.0,325391.0,329656.0
353769.0,341093.0,354492.0,339415.0,350959.0,350304.0,359206.0,340227.0,337876.0,310333.0,339419.0,322873.0,347746.0,322810.0,326664.0,317237.0,338954.0,349532.0,328596.0,328992.0
353769.0,341093.0,354492.0,339019.0,350959.0,350112.0,359234.0,340227.0,337876.0,309911.0,339435.0,322873.0,347746.0,322810.0,326664.0,316937.0,338924.0,349412.0,325957.0,328992.0
353681.0,341093.0,354369.0,338059.0,350959.0,350072.0,359529.0,339491.0,337876.0,309644.0,337174.0,322873.0,347576.0,322810.0,326684.0,316937.0,338924.0,349412.0,325949.0,328992.0
353617.0,341093.0,354281.0,336833.0,350959.0,350072.0,359655.0,339491.0,337660.0,308508.0,336986.0,322263.0,348531.0,322810.0,325950.0,316187.0,339274.0,349412.0,325683.0,328992.0
353617.0,341085.0,353736.0,336465.0,350848.0,349660.0,359663.0,339496.0,337660.0,308508.0,336986.0,322263.0,348411.0,322810.0,325822.0,316156.0,339274.0,349412.0,325501.0,328992.0
353617.0,341005.0,353740.0,336465.0,350876.0,349660.0,359411.0,339496.0,337660.0,308430.0,336986.0,322263.0,348416.0,322810.0,325822.0,315556.0,339274.0,349412.0,325501.0,328992.0
353617.0,341005.0,353655.0,336465.0,349578.0,346720.0,359227.0,339581.0,337660.0,308430.0,336771.0,322263.0,348424.0,322142.0,325582.0,315556.0,338772.0,349412.0,326787.0,328992.0
353603.0,342045.0,353588.0,336302.0,349433.0,346584.0,359227.0,339617.0,338066.0,308430.0,336681.0,322363.0,348394.0,321906.0,325582.0,315556.0,338304.0,349747.0,326061.0,328992.0
353603.0,342045.0,353128.0,336297.0,349433.0,346608.0,358840.0,339617.0,337755.0,308080.0,336681.0,322337.0,348394.0,321906.0,325582.0,314956.0,338304.0,349664.0,326531.0,328992.0
353603.0,341344.0,352919.0,335979.0,349061.0,346115.0,358724.0,339669.0,337771.0,308124.0,336858.0,322337.0,347932.0,319346.0,325582.0,314586.0,338304.0,349664.0,325977.0,328752.0
353472.0,341362.0,352919.0,335895.0,349061.0,345967.0,358740.0,339669.0,337687.0,308124.0,336858.0,322337.0,347442.0,319282.0,324682.0,314586.0,338256.0,349664.0,326447.0,328752.0
353416.0,341362.0,352758.0,335895.0,348839.0,345967.0,358740.0,339507.0,337687.0,308124.0,336826.0,322337.0,347644.0,319282.0,324682.0,314570.0,338469.0,349726.0,326377.0,328638.0
353368.0,341362.0,352753.0,334987.0,348839.0,345967.0,358692.0,339507.0,337330.0,308124.0,336826.0,322337.0,347834.0,319282.0,324682.0,314570.0,338469.0,349726.0,325907.0,328638.0
353368.0,341348.0,352711.0,334973.0,348861.0,345900.0,358675.0,339507.0,337259.0,307866.0,336826.0,322337.0,347664.0,319282.0,322912.0,314570.0,338469.0,349726.0,325907.0,328482.0
353268.0,341348.0,352711.0,335429.0,348701.0,344885.0,358675.0,339516.0,337259.0,307866.0,336566.0,322337.0,347642.0,319282.0,322482.0,314570.0,338469.0,349726.0,325907.0,328482.0
352771.0,341348.0,352711.0,335429.0,348351.0,344885.0,358675.0,339516.0,337299.0,307866.0,336566.0,322337.0,346922.0,319282.0,322949.0,314570.0,338119.0,349726.0,325907.0,328824.0
352771.0,341234.0,352322.0,335478.0,349217.0,344885.0,358326.0,339516.0,337299.0,307342.0,336566.0,322337.0,346922.0,319002.0,322949.0,314270.0,337752.0,349726.0,326377.0,332360.0
352771.0,342062.0,352322.0,335348.0,349167.0,343963.0,357726.0,339516.0,337299.0,307342.0,336566.0,324082.0,346752.0,317747.0,324175.0,314270.0,338102.0,349726.0,326377.0,331700.0
352649.0,342026.0,352149.0,335094.0,349098.0,343558.0,357458.0,339344.0,337283.0,307342.0,336566.0,324076.0,346752.0,317747.0,324175.0,314270.0,338102.0,349636.0,326085.0,328700.0
352649.0,341834.0,352329.0,335094.0,349148.0,343562.0,357496.0,338812.0,337402.0,307274.0,336566.0,323970.0,346752.0,317863.0,323407.0,314270.0,337752.0,349636.0,326085.0,328700.0
352649.0,341834.0,353502.0,335543.0,349096.0,343562.0,357496.0,338764.0,337402.0,307274.0,336566.0,323970.0,346752.0,318045.0,323407.0,311280.0,338102.0,350404.0,325615.0,328696.0
352649.0,341723.0,353502.0,335543.0,349096.0,343732.0,357496.0,338764.0,337402.0,307873.0,336566.0,323617.0,346752.0,318001.0,323343.0,311280.0,338102.0,350404.0,326085.0,328166.0
352649.0,341723.0,353502.0,335543.0,348948.0,343522.0,357496.0,338794.0,337402.0,307873.0,336563.0,323617.0,346752.0,318001.0,321997.0,311280.0,338102.0,350404.0,325645.0,328166.0
352349.0,341723.0,353502.0,335317.0,348358.0,343434.0,357496.0,338543.0,337400.0,307590.0,336563.0,323617.0,346973.0,318001.0,321997.0,311280.0,337752.0,350404.0,325645.0,328166.0
352277.0,343209.0,353502.0,334891.0,347872.0,343434.0,357418.0,338543.0,337400.0,307590.0,336563.0,323407.0,346803.0,318001.0,321833.0,311182.0,338102.0,350404.0,325411.0,328144.0
352277.0,343209.0,353266.0,334671.0,347869.0,343262.0,357284.0,338543.0,337400.0,307235.0,336563.0,323407.0,346803.0,318001.0,321833.0,311182.0,337846.0,350404.0,324789.0,328144.0
352277.0,343141.0,354544.0,334426.0,347636.0,342616.0,355932.0,338543.0,337400.0,307235.0,336563.0,323407.0,346803.0,318001.0,321533.0,311182.0,337868.0,350404.0,325259.0,327514.0
352277.0,343141.0,354452.0,334426.0,347588.0,342616.0,355932.0,338243.0,339232.0,307235.0,336563.0,323407.0,346803.0,318001.0,321533.0,311182.0,337516.0,350404.0,324919.0,327994.0
352277.0,342969.0,354452.0,334551.0,347260.0,342652.0,355932.0,338243.0,338907.0,307235.0,336382.0,323407.0,346673.0,317899.0,321533.0,311182.0,337516.0,350790.0,324785.0,327994.0
352267.0,342969.0,354452.0,334551.0,347260.0,342948.0,358108.0,338243.0,338907.0,307235.0,336382.0,323407.0,346503.0,320279.0,321733.0,311182.0,337866.0,353261.0,324711.0,327994.0
352267.0,342969.0,354482.0,334588.0,347614.0,342390.0,358108.0,338213.0,339129.0,307226.0,336382.0,323407.0,346673.0,320147.0,321733.0,311182.0,337694.0,352625.0,324663.0,328344.0
352267.0,342969.0,354462.0,334588.0,347044.0,342390.0,358070.0,338213.0,340900.0,306882.0,336579.0,322654.0,346689.0,320007.0,321278.0,311182.0,337344.0,352539.0,324663.0,328344.0
352267.0,342969.0,354462.0,334588.0,346840.0,342390.0,357650.0,338213.0,340900.0,306882.0,336141.0,322654.0,346356.0,320007.0,321270.0,311182.0,337694.0,352503.0,325649.0,328344.0
352267.0,342857.0,354462.0,334588.0,346840.0,342390.0,357650.0,338213.0,340712.0,306882.0,336105.0,322654.0,346356.0,320007.0,321270.0,311182.0,337634.0,352503.0,325649.0,327743.0
352267.0,342790.0,354213.0,334588.0,346822.0,342390.0,358042.0,338049.0,340696.0,306874.0,336037.0,322654.0,346356.0,320007.0,321040.0,311182.0,337284.0,350756.0,325649.0,327283.0
352267.0,342798.0,354213.0,334466.0,346822.0,342282.0,358042.0,338049.0,340696.0,306874.0,336031.0,322858.0,346007.0,319762.0,320649.0,311182.0,337538.0,350756.0,325649.0,327390.0
352187.0,342812.0,353028.0,334466.0,346822.0,342408.0,357848.0,338049.0,340696.0,306874.0,336031.0,322858.0,346007.0,319762.0,320653.0,311182.0,337538.0,350756.0,325649.0,327390.0
352187.0,342850.0,353028.0,334156.0,346822.0,342359.0,357578.0,338049.0,340696.0,306874.0,336031.0,322858.0,345897.0,321330.0,320653.0,311182.0,337188.0,350847.0,325649.0,327390.0
352159.0,342850.0,353028.0,334156.0,346047.0,342003.0,357578.0,338049.0,340696.0,306874.0,336031.0,322858.0,345727.0,321413.0,320653.0,311307.0,337188.0,347679.0,325649.0,327390.0
351747.0,342249.0,353028.0,334166.0,346047.0,341431.0,357578.0,338049.0,340696.0,306640.0,336031.0,322858.0,345897.0,321160.0,320653.0,311307.0,336833.0,347573.0,325649.0,329018.0
351747.0,342254.0,352980.0,334166.0,346047.0,341777.0,357578.0,338049.0,340696.0,306590.0,336031.0,322428.0,347780.0,321160.0,320664.0,311321.0,336833.0,347573.0,325649.0,327398.0
353067.0,342254.0,353691.0,333902.0,344993.0,341777.0,357722.0,338049.0,340692.0,306590.0,335907.0,322428.0,347768.0,321046.0,320548.0,311321.0,337662.0,347069.0,325649.0,326798.0
352779.0,341812.0,353691.0,333902.0,344581.0,341665.0,357722.0,338049.0,340439.0,306544.0,335907.0,322428.0,347615.0,321046.0,320548.0,311299.0,335160.0,347069.0,325587.0,326798.0
352757.0,341812.0,353781.0,333720.0,344581.0,341665.0,357722.0,338049.0,340219.0,306544.0,335855.0,322428.0,347395.0,321046.0,320548.0,311119.0,335160.0,347069.0,325587.0,326798.0
352757.0,341812.0,353781.0,333720.0,344375.0,341665.0,357722.0,338049.0,340219.0,306544.0,335855.0,322428.0,347308.0,321046.0,319862.0,310938.0,335124.0,347069.0,325587.0,326798.0
352757.0,341632.0,353781.0,333720.0,344411.0,341819.0,357722.0,337984.0,340219.0,306544.0,335447.0,322276.0,347308.0,325415.0,319856.0,311390.0,334774.0,347115.0,325587.0,326798.0
352757.0,341632.0,353781.0,333720.0,344411.0,341819.0,357774.0,337844.0,340219.0,306775.0,335345.0,322520.0,347308.0,325525.0,319423.0,311390.0,334774.0,347115.0,325587.0,326798.0
352757.0,341163.0,353781.0,334713.0,344395.0,341819.0,357896.0,337844.0,340219.0,306587.0,335105.0,322802.0,347308.0,325335.0,319333.0,311390.0,336898.0,347115.0,325587.0,326496.0
352725.0,340964.0,353770.0,334713.0,345236.0,341340.0,357896.0,337844.0,340259.0,306340.0,335105.0,322599.0,347308.0,325335.0,319333.0,310639.0,336868.0,347115.0,325513.0,326496.0
352725.0,340665.0,353770.0,334713.0,345236.0,341340.0,357896.0,337844.0,340259.0,305988.0,335105.0,322599.0,347308.0,325335.0,318985.0,310466.0,337224.0,346525.0,325426.0,326496.0
