PlacerAnnealRandom_10000_84,PlacerAnnealRandom_10000_87,PlacerAnnealRandom_10000_90,PlacerAnnealRandom_10000_93,PlacerAnnealRandom_10000_96,PlacerAnnealRandom_20000_84,PlacerAnnealRandom_20000_87,PlacerAnnealRandom_20000_90,PlacerAnnealRandom_20000_93,PlacerAnnealRandom_20000_96,PlacerAnnealHybrid_10000_84,PlacerAnnealHybrid_10000_87,PlacerAnnealHybrid_10000_90,PlacerAnnealHybrid_10000_93,PlacerAnnealHybrid_10000_96,PlacerAnnealHybrid_20000_84,PlacerAnnealHybrid_20000_87,PlacerAnnealHybrid_20000_90,PlacerAnnealHybrid_20000_93,PlacerAnnealHybrid_20000_96
352725.0,340581.0,353770.0,334084.0,345181.0,341340.0,357896.0,337844.0,340253.0,305870.0,335105.0,322599.0,347308.0,325335.0,318928.0,310466.0,336874.0,346511.0,325426.0,325802.0
352125.0,340581.0,353656.0,334084.0,345181.0,341303.0,357049.0,337844.0,340239.0,305609.0,335105.0,322599.0,347308.0,325335.0,318928.0,310466.0,336874.0,346511.0,325426.0,325722.0
352125.0,340405.0,353560.0,333882.0,345181.0,341303.0,356167.0,337844.0,340909.0,305609.0,335105.0,322599.0,347308.0,325335.0,318928.0,310466.0,337224.0,346511.0,326241.0,325722.0
351821.0,340405.0,353419.0,333357.0,345181.0,341303.0,356111.0,337844.0,340909.0,305593.0,335105.0,322599.0,347308.0,325335.0,318928.0,310286.0,337224.0,346511.0,326241.0,325372.0
351821.0,340405.0,353417.0,333195.0,344673.0,340673.0,356076.0,337844.0,340909.0,305516.0,334515.0,322495.0,347478.0,325889.0,318928.0,310466.0,336806.0,346487.0,326529.0,325722.0
351821.0,340405.0,352869.0,333195.0,344037.0,340673.0,355108.0,337844.0,341883.0,305516.0,334515.0,322495.0,347478.0,325889.0,319675.0,310286.0,337156.0,346578.0,326529.0,328742.0
351821.0,340405.0,352873.0,332488.0,344037.0,340673.0,354800.0,337844.0,341731.0,305516.0,335792.0,322495.0,347388.0,325889.0,319675.0,310466.0,336796.0,346568.0,326529.0,328742.0
351821.0,340405.0,353015.0,332370.0,344037.0,340673.0,354800.0,337844.0,341731.0,305516.0,335862.0,322495.0,346798.0,325889.0,319675.0,309866.0,337146.0,346568.0,326234.0,328392.0
351629.0,340405.0,353015.0,332370.0,344037.0,340673.0,354712.0,337654.0,341317.0,305516.0,335862.0,322445.0,346798.0,325889.0,319675.0,309686.0,336796.0,346520.0,326234.0,328316.0
351629.0,340405.0,353015.0,332370.0,344037.0,340673.0,354712.0,337654.0,341317.0,305443.0,335862.0,322417.0,346798.0,325889.0,319675.0,309686.0,337146.0,346520.0,325862.0,328156.0
351629.0,340405.0,353015.0,332370.0,344037.0,340443.0,354712.0,337654.0,340727.0,305443.0,335862.0,322475.0,346798.0,325610.0,319835.0,311026.0,337146.0,346520.0,325562.0,328506.0
351117.0,340405.0,353419.0,331936.0,343965.0,340443.0,354712.0,337654.0,341023.0,305443.0,335862.0,322475.0,346798.0,325610.0,321034.0,310839.0,337146.0,346520.0,325562.0,328378.0
351117.0,340213.0,353419.0,331730.0,343965.0,340499.0,354636.0,337654.0,341023.0,305840.0,335862.0,323251.0,346798.0,325610.0,321034.0,310769.0,337146.0,346520.0,325412.0,328028.0
351117.0,339675.0,353419.0,331730.0,342551.0,340499.0,354462.0,337654.0,340859.0,305840.0,335862.0,323251.0,346798.0,324928.0,321034.0,310346.0,337146.0,346013.0,325412.0,328040.0
351117.0,339548.0,353419.0,331730.0,342551.0,340523.0,354462.0,337654.0,340859.0,305673.0,335862.0,323251.0,346798.0,324928.0,316904.0,310172.0,337162.0,345413.0,325412.0,328196.0
351019.0,339204.0,353419.0,331730.0,342291.0,340143.0,354370.0,337654.0,340859.0,305673.0,335862.0,323251.0,346798.0,324928.0,316904.0,310172.0,336193.0,345413.0,325412.0,328546.0
351019.0,339204.0,353285.0,331730.0,342291.0,340143.0,354350.0,337610.0,340859.0,306478.0,335904.0,323251.0,346798.0,324928.0,316904.0,308223.0,336543.0,345413.0,325412.0,328546.0
350939.0,339204.0,354119.0,331730.0,342291.0,339927.0,354350.0,337610.0,340255.0,307045.0,335904.0,322531.0,346798.0,324928.0,316904.0,308175.0,336393.0,345413.0,324881.0,328546.0
350939.0,338598.0,354119.0,332085.0,342291.0,339847.0,354350.0,337574.0,340255.0,307045.0,335904.0,322531.0,349112.0,324928.0,316852.0,308259.0,336393.0,345431.0,324626.0,328352.0
350939.0,338598.0,351255.0,332029.0,342239.0,339301.0,354350.0,337558.0,340255.0,306883.0,335904.0,322531.0,346409.0,321007.0,316954.0,308209.0,336393.0,345431.0,324626.0,328252.0
350939.0,338598.0,351255.0,331787.0,342239.0,339301.0,354350.0,337558.0,340089.0,306883.0,335904.0,322531.0,346409.0,320837.0,317136.0,308165.0,336021.0,345718.0,324676.0,326876.0
350901.0,338598.0,351193.0,331605.0,342239.0,339301.0,354350.0,337558.0,340089.0,306889.0,335904.0,322531.0,348277.0,320837.0,317089.0,307348.0,336021.0,345718.0,324676.0,326326.0
350901.0,338508.0,351111.0,331109.0,342239.0,339301.0,354350.0,337151.0,340089.0,306889.0,335904.0,322531.0,348187.0,319369.0,316927.0,307340.0,336371.0,345358.0,324676.0,326326.0
350901.0,338188.0,351111.0,331109.0,342239.0,339243.0,354190.0,337151.0,340089.0,306889.0,335904.0,321811.0,348187.0,319369.0,316927.0,307340.0,336371.0,345358.0,324676.0,326080.0
351049.0,338188.0,350911.0,331109.0,342122.0,339243.0,354190.0,337151.0,339967.0,307023.0,334749.0,321811.0,348095.0,319369.0,316865.0,307340.0,336371.0,345358.0,324807.0,326080.0
351033.0,338479.0,350942.0,331109.0,342318.0,339438.0,354190.0,337151.0,339967.0,306484.0,334571.0,321811.0,346797.0,319369.0,316865.0,307340.0,336371.0,345358.0,324807.0,326441.0
350927.0,338954.0,350977.0,331109.0,342196.0,339438.0,354389.0,337099.0,337366.0,306484.0,334571.0,321811.0,346797.0,319369.0,316865.0,307340.0,336071.0,345358.0,324807.0,326369.0
350597.0,338954.0,350977.0,331109.0,341827.0,339432.0,354695.0,337363.0,337296.0,306308.0,334495.0,321816.0,346797.0,318849.0,316319.0,307160.0,335561.0,345358.0,324807.0,325163.0
350597.0,338840.0,350977.0,331109.0,341721.0,339298.0,354695.0,337363.0,337296.0,306164.0,334485.0,321656.0,346797.0,318849.0,316033.0,307160.0,335911.0,345041.0,324807.0,325176.0
350597.0,338840.0,350977.0,331073.0,341725.0,339298.0,354695.0,337363.0,337296.0,306164.0,334467.0,321638.0,346277.0,318100.0,316033.0,307160.0,335561.0,344955.0,324807.0,325176.0
350033.0,338840.0,350977.0,331073.0,341725.0,339286.0,354695.0,337171.0,337296.0,306164.0,334467.0,321638.0,346273.0,318134.0,316033.0,307340.0,337405.0,344955.0,324066.0,325176.0
350033.0,338840.0,350977.0,330610.0,341104.0,339088.0,354999.0,336491.0,337296.0,306136.0,334467.0,321638.0,346273.0,318134.0,316033.0,307340.0,337405.0,344955.0,324066.0,325176.0
350033.0,338864.0,350977.0,330396.0,341020.0,339088.0,354999.0,336489.0,337296.0,306029.0,334467.0,321638.0,346068.0,318134.0,316033.0,307402.0,337405.0,344932.0,323766.0,325176.0
349979.0,338864.0,350977.0,330396.0,341020.0,338961.0,355011.0,336489.0,337064.0,306029.0,334467.0,321638.0,345463.0,318134.0,316051.0,307402.0,336805.0,344812.0,323766.0,325043.0
349979.0,338864.0,350389.0,330396.0,341020.0,338961.0,354811.0,336489.0,337064.0,306025.0,334467.0,321638.0,345463.0,318134.0,316051.0,307402.0,336455.0,344812.0,323772.0,325043.0
