Iter, Cost
362, 312712.0
363, 312712.0
364, 312712.0
365, 312712.0
366, 312926.0
367, 312926.0
368, 312926.0
369, 312926.0
370, 312926.0
371, 312740.0
372, 312740.0
373, 312910.0
374, 312851.0
375, 312855.0
376, 312855.0
377, 312855.0
378, 313643.0
379, 313643.0
380, 313643.0
381, 313623.0
382, 313595.0
383, 313595.0
384, 313595.0
385, 313551.0
386, 313551.0
387, 313551.0
388, 312656.0
389, 312502.0
390, 312254.0
391, 312254.0
392, 312254.0
393, 312254.0
394, 312254.0
395, 312254.0
396, 312254.0
397, 312254.0
398, 312254.0
399, 312520.0
400, 312520.0
401, 312520.0
402, 312433.0
403, 312229.0
404, 312229.0
405, 312229.0
406, 312229.0
407, 312229.0
408, 312155.0
409, 312037.0
410, 312037.0
411, 312037.0
412, 312037.0
413, 311989.0
414, 311989.0
415, 311989.0
416, 311989.0
417, 311459.0
418, 311459.0
419, 311459.0
420, 311411.0
421, 311411.0
422, 311411.0
423, 309951.0
424, 309389.0
425, 309389.0
426, 309802.0
427, 309806.0
428, 309806.0
429, 309806.0
430, 309806.0
431, 309806.0
432, 309806.0
433, 309806.0
434, 309806.0
435, 309809.0
436, 309743.0
437, 313445.0
438, 314514.0
439, 314514.0
440, 314514.0
441, 314514.0
442, 314514.0
443, 313204.0
444, 313204.0
445, 313204.0
446, 313204.0
447, 313104.0
448, 313104.0
449, 313104.0
450, 313104.0
451, 313021.0
452, 313021.0
453, 312877.0
454, 312877.0
455, 307141.0
456, 307141.0
457, 307141.0
458, 306595.0
459, 306427.0
460, 306470.0
461, 306470.0
462, 306470.0
463, 306470.0
464, 305219.0
465, 305171.0
466, 305171.0
467, 305171.0
468, 305171.0
469, 305171.0
470, 305127.0
471, 305127.0
472, 305127.0
473, 305127.0
474, 305127.0
475, 306355.0
476, 306355.0
477, 306355.0
478, 306355.0
479, 306355.0
480, 306355.0
481, 306370.0
482, 306370.0
483, 305843.0
484, 305843.0
485, 305843.0
486, 305843.0
487, 305843.0
488, 305598.0
489, 305598.0
490, 305598.0
491, 305598.0
492, 305598.0
493, 305598.0
494, 305598.0
495, 306534.0
496, 306534.0
497, 306534.0
498, 306534.0
499, 306534.0
